GENERIC,SAMPLEID,MISSION,STATION,LANDMARK,BAGNUMBER,ORIGINALWEIGHT,SAMPLETYPE,SAMPLESUBTYPE,PRISTINITY,PRISTINITYDATE,HASTHINSECTION,HASDISPLAYSAMPLE,DISPLAYSAMPLENUMBER,GENERICDESCRIPTION
69921,,Apollo 16,,,,59.86,Soil,<1 mm,91.36,2014-02-01 0:00:00,FALSE,,,"Fines, < 1mm"
69922,,Apollo 16,,,,2.8,Soil,1-2 mm,100,2007-08-01 0:00:00,FALSE,,,"Fines, 1-2mm"
69923,,Apollo 16,,,,1.7,Soil,2-4 mm,100,2007-08-01 0:00:00,FALSE,,,"Fines, 2-4mm"
69930,,Apollo 16,,,,4.13,Residue,,92.98,2007-08-01 0:00:00,FALSE,,,
69940,,Apollo 16,9,,,149.4,Soil,Unsieved,99.779,2012-03-01 0:00:00,TRUE,,,"Fines, Unsieved"
69941,,Apollo 16,,,,254.7,Soil,<1 mm,69.016,2014-09-01 0:00:00,TRUE,,,"Fines, < 1mm"
69942,,Apollo 16,,,,11.85,Soil,1-2 mm,95.814,2013-12-01 0:00:00,FALSE,,,"Fines, 1-2mm"
69943,,Apollo 16,,,,8.07,Soil,2-4 mm,85.799,2012-03-01 0:00:00,FALSE,,,"Fines, 2-4mm"
69950,,Apollo 16,,,,3.77,Residue,,88.06,2007-08-01 0:00:00,FALSE,,,
69960,,Apollo 16,9,,,171,Soil,Unsieved,99.59,2007-08-01 0:00:00,FALSE,,,"Fines, Unsieved"
69961,,Apollo 16,,,,307.9,Soil,<1 mm,85.489,2014-09-01 0:00:00,TRUE,,,"Fines, < 1mm"
69962,,Apollo 16,,,,13.93,Soil,1-2 mm,96.274,2014-09-01 0:00:00,TRUE,,,"Fines, 1-2mm"
69963,,Apollo 16,,,,9.93,Soil,2-4 mm,83.817,2012-03-01 0:00:00,TRUE,,,"Fines, 2-4mm"
15014,,Apollo 15,8,ALSEP,SCB 5,333.2,Special,,100,2007-08-01 0:00:00,FALSE,,,
15015,,Apollo 15,LM,,SCB4,4770,Breccia,Regolith,82.688,2015-03-01 0:00:00,TRUE,TRUE,"15015,79; 15015,80",
15018,,Apollo 15,8,,SCB 5 162,5.7,Breccia,Unclassified,100,2007-08-01 0:00:00,FALSE,,,Vesicular glass
15020,,Apollo 15,LM,,CSB,88.7,Soil,Unsieved,98.869,2014-11-01 0:00:00,FALSE,,,"Fines, Unsieved"
15022,,Apollo 15,LM,,CSB,10,Soil,1-2 mm,75.3,2012-03-01 0:00:00,TRUE,,,"Fines, 1-2mm"
15023,,Apollo 15,LM,,CSB,5,Soil,2-4 mm,78,2012-03-01 0:00:00,TRUE,,,"Fines, 2-4mm"
15030,,Apollo 15,8,ALSEP,SCB 6 252,75.3,Soil,Unsieved,99.865,2014-02-01 0:00:00,FALSE,,,"Fines, Unsieved"
15032,,Apollo 15,8,ALSEP,SCB 6 252,7,Soil,1-2 mm,81.614,2013-12-01 0:00:00,TRUE,,,"Fines, 1-2mm"
15033,,Apollo 15,8,ALSEP,SCB 6 252,6.6,Soil,2-4 mm,100,2007-08-01 0:00:00,FALSE,,,"Fines, 2-4mm"
15040,,Apollo 15,8,ALSEP,SCB 6 253,113.4,Soil,Unsieved,99.843,2014-02-01 0:00:00,FALSE,,,"Fines, Unsieved"
15042,,Apollo 15,8,ALSEP,SCB 6 253,5.1,Soil,1-2 mm,84.51,2013-12-01 0:00:00,TRUE,,,"Fines, 1-2mm"
15043,,Apollo 15,8,ALSEP,SCB 6 253,2.8,Soil,2-4 mm,96.393,2013-12-01 0:00:00,TRUE,,,"Fines, 2-4mm"
15070,,Apollo 15,1,ELBOW CRATER,SCB 1 157,51.3,Soil,Unsieved,99.71,2007-08-01 0:00:00,FALSE,,,"Fines, Unsieved"
15072,,Apollo 15,1,ELBOW CRATER,SCB 1 157,3,Soil,1-2 mm,51.667,2012-03-01 0:00:00,TRUE,,,"Fines, 1-2mm"
15073,,Apollo 15,1,ELBOW CRATER,SCB 1 157,1.4,Soil,2-4 mm,100,2007-08-01 0:00:00,FALSE,,,"Fines, 2-4mm"
15080,,Apollo 15,1,ELBOW CRATER,SCB 1 158,73.5,Soil,Unsieved,85.469,2012-03-01 0:00:00,FALSE,,,"Fines, Unsieved"
15082,,Apollo 15,1,ELBOW CRATER,SCB 1 158,2,Soil,1-2 mm,66,2012-03-01 0:00:00,TRUE,,,"Fines, 1-2mm"
15083,,Apollo 15,1,ELBOW CRATER,SCB 1 158,1.8,Soil,2-4 mm,63.889,2012-03-01 0:00:00,FALSE,,,"Fines, 2-4mm"
15090,,Apollo 15,2,ST. GEORGE CRATER,SCB 1 159,39.3,Soil,Unsieved,99.41,2007-08-01 0:00:00,FALSE,,,"Fines, Unsieved"
15092,,Apollo 15,2,ST. GEORGE CRATER,SCB 1 159,2.7,Soil,1-2 mm,90.741,2012-03-01 0:00:00,FALSE,,,"Fines, 1-2mm"
15093,,Apollo 15,2,ST. GEORGE CRATER,SCB 1 159,0.6,Soil,2-4 mm,100,2007-08-01 0:00:00,FALSE,,,"Fines, 2-4mm"
15100,,Apollo 15,2,ST. GEORGE CRATER,SCB 1 187,281,Soil,Unsieved,90.488,2012-03-01 0:00:00,FALSE,,,"Fines, Unsieved"
15102,,Apollo 15,2,ST. GEORGE CRATER,SCB 1 187,12.2,Soil,1-2 mm,76.525,2013-12-01 0:00:00,TRUE,,,"Fines, 1-2mm"
15103,,Apollo 15,2,ST. GEORGE CRATER,SCB 1 187,4.1,Soil,2-4 mm,62.927,2012-03-01 0:00:00,TRUE,,,"Fines, 2-4mm"
15200,,Apollo 15,2,ST. GEORGE CRATER,SCB 1 160,7.7,Soil,Unsieved,100,2007-08-01 0:00:00,FALSE,,,"Fines, Unsieved"
15201,,Apollo 15,2,ST. GEORGE CRATER,SCB 1 160,18.3,Soil,<1 mm,88.765,2013-11-01 0:00:00,FALSE,,,"Fines, < 1mm"
15202,,Apollo 15,2,ST. GEORGE CRATER,SCB 1 160,0.4,Soil,1-2 mm,75,2007-08-01 0:00:00,FALSE,,,"Fines, 1-2mm"
15203,,Apollo 15,2,ST. GEORGE CRATER,SCB 1 160,0.2,Soil,2-4 mm,180,2007-08-01 0:00:00,FALSE,,,"Fines, 2-4mm"
15210,,Apollo 15,2,ST. GEORGE CRATER,SCB 1 180,221.2,Soil,Unsieved,94.53,2012-03-01 0:00:00,FALSE,,,"Fines, Unsieved"
15212,,Apollo 15,2,ST. GEORGE CRATER,SCB 1 180,3.6,Soil,1-2 mm,88.611,2012-03-01 0:00:00,FALSE,,,"Fines, 1-2mm"
15220,,Apollo 15,2,ST. GEORGE CRATER,SCB 1 181,160.5,Soil,Unsieved,100,2007-08-01 0:00:00,FALSE,,,"Fines, Unsieved"
15222,,Apollo 15,2,ST. GEORGE CRATER,SCB 1 181,2.4,Soil,1-2 mm,65.417,2012-03-01 0:00:00,TRUE,,,"Fines, 1-2mm"
15223,,Apollo 15,2,ST. GEORGE CRATER,SCB 1 181,5.8,Soil,2-4 mm,64.862,2012-03-01 0:00:00,TRUE,,,"Fines, 2-4mm"
15230,,Apollo 15,2,ST. GEORGE CRATER,SCB 1 182,99.1,Soil,Unsieved,100.24,2007-08-01 0:00:00,FALSE,,,"Fines, Unsieved"
15232,,Apollo 15,2,ST. GEORGE CRATER,SCB 1 182,5.2,Soil,1-2 mm,69.173,2012-03-01 0:00:00,FALSE,,,"Fines, 1-2mm"
15233,,Apollo 15,2,ST. GEORGE CRATER,SCB 1 182,3.8,Soil,2-4 mm,88.95,2007-08-01 0:00:00,FALSE,,,"Fines, 2-4mm"
15240,,Apollo 15,6,APPENINE FRONT,SCB 3 163,67.1,Soil,Unsieved,92.516,2012-03-01 0:00:00,FALSE,,,"Fines, Unsieved"
15242,,Apollo 15,6,APENNINE FRONT,SCB 3 163,18.9,Soil,1-2 mm,100,2007-08-01 0:00:00,FALSE,,,"Fines, 1-2mm"
15243,,Apollo 15,6,APENNINE FRONT,SCB 3 163,31.8,Soil,2-4 mm,51.025,2012-03-01 0:00:00,TRUE,,,"Fines, 2-4mm"
15250,,Apollo 15,6,APENNINE FRONT,SCB 3 164,207,Soil,Unsieved,98.957,2012-03-01 0:00:00,FALSE,,,"Fines, Unsieved"
15252,,Apollo 15,6,APENNINE FRONT,SCB 3 164,8.3,Soil,1-2 mm,80.723,2012-03-01 0:00:00,TRUE,,,"Fines, 1-2mm"
15253,,Apollo 15,6,APENNINE FRONT,SCB 3 164,4,Soil,2-4 mm,100,2007-08-01 0:00:00,FALSE,,,"Fines, 2-4mm"
15260,,Apollo 15,6,APPENINE FRONT,SCB 3 166,172.2,Soil,Unsieved,96.426,2012-03-01 0:00:00,FALSE,,,"Fines, Unsieved"
15262,,Apollo 15,6,APENNINE FRONT,SCB 3 166,9,Soil,1-2 mm,87.667,2012-03-01 0:00:00,TRUE,,,"Fines, 1-2mm"
15263,,Apollo 15,6,APENNINE FRONT,SCB 3 166,6.7,Soil,2-4 mm,70.746,2012-03-01 0:00:00,TRUE,,,"Fines, 2-4mm"
15270,,Apollo 15,6,APPENINE FRONT,SCB 3 167,319,Soil,Unsieved,95.053,2012-07-01 0:00:00,FALSE,,,"Fines, Unsieved"
15272,,Apollo 15,6,APENNINE FRONT,SCB 3 167,20.7,Soil,1-2 mm,67.865,2013-12-01 0:00:00,TRUE,,,"Fines, 1-2mm"
15273,,Apollo 15,6,APENNINE FRONT,SCB 3 167,13.7,Soil,2-4 mm,12.409,2013-12-01 0:00:00,TRUE,,,"Fines, 2-4mm"
15281,,Apollo 15,6,APENNINE FRONT,SCB 3,107,Residue,,100,2007-08-01 0:00:00,FALSE,,,
15282,,Apollo 15,6,APENNINE FRONT,SCB 3,9.7,Residue,,100,2007-08-01 0:00:00,FALSE,,,
15283,,Apollo 15,6,APENNINE FRONT,SCB 3,13.3,Residue,,100,2007-08-01 0:00:00,FALSE,,,
15290,,Apollo 15,6,APPENINE FRONT,SCB 3 188,55,Soil,Unsieved,90.909,2012-03-01 0:00:00,FALSE,,,"Fines, Unsieved"
15292,,Apollo 15,6,APENNINE FRONT,SCB 3 188,5.4,Soil,1-2 mm,79.852,2012-03-01 0:00:00,FALSE,,,"Fines, 1-2mm"
15293,,Apollo 15,6,APENNINE FRONT,SCB 3 188,6.7,Soil,2-4 mm,100,2007-08-01 0:00:00,FALSE,,,"Fines, 2-4mm"
15300,,Apollo 15,7,SPUR CRATER,SCB 3 173,390.7,Soil,Unsieved,98.198,2012-07-01 0:00:00,FALSE,,,"Fines, Unsieved"
15302,,Apollo 15,7,SPUR CRATER,SCB 3 173,23.2,Soil,1-2 mm,72.78,2013-12-01 0:00:00,TRUE,,,"Fines, 1-2mm"
15310,,Apollo 15,7,SPUR CRATER,SCB 3 172,140.6,Soil,Unsieved,100,2007-08-01 0:00:00,FALSE,,,"Fines, Unsieved"
15312,,Apollo 15,7,SPUR CRATER,SCB 3 172,10.1,Soil,1-2 mm,100,2007-08-01 0:00:00,FALSE,,,"Fines, 1-2mm"
15313,,Apollo 15,7,SPUR CRATER,SCB 3 172,9.8,Soil,2-4 mm,0,2012-03-01 0:00:00,TRUE,,,"Fines, 2-4mm"
15400,,Apollo 15,6A,,SCB 6 168,47.5,Soil,Unsieved,99.24,2007-08-01 0:00:00,FALSE,,,"Fines, Unsieved"
15402,,Apollo 15,6A,,SCB 6 168,4.8,Soil,1-2 mm,88.542,2014-09-01 0:00:00,TRUE,,,"Fines, 1-2mm"
15403,,Apollo 15,6A,,SCB 6 168,6.1,Soil,2-4 mm,0,2014-02-01 0:00:00,TRUE,,,"Fines, 2-4mm"
15410,,Apollo 15,7,SPUR CRATER,SCB 3 194,56.2,Soil,Unsieved,100,2007-08-01 0:00:00,FALSE,,,"Fines, Unsieved"
15412,,Apollo 15,7,SPUR CRATER,SCB 3 194,7.1,Soil,1-2 mm,84.507,2014-09-01 0:00:00,TRUE,,,"Fines, 1-2mm"
15413,,Apollo 15,7,SPUR CRATER,SCB 3 194,6.7,Soil,2-4 mm,91.79,2007-08-01 0:00:00,FALSE,,,"Fines, 2-4mm"
15422,,Apollo 15,7,SPUR CRATER,SCB 3 195,15.9,Soil,1-2 mm,97.48,2007-08-01 0:00:00,FALSE,,,"Fines, 1-2mm"
15423,,Apollo 15,7,SPUR CRATER,SCB 3 195,18.3,Soil,2-4 mm,99.333,2011-02-01 0:00:00,FALSE,,,"Fines, 2-4mm"
15424,,Apollo 15,7,SPUR CRATER,SCB 3 195,19.5,Soil,4-10 mm,50.71,2007-08-01 0:00:00,FALSE,,,"Fines, 4-10mm"
15431,,Apollo 15,7,SPUR CRATER,SCB 5 170,475.7,Soil,<1 mm,97.064,2014-11-01 0:00:00,TRUE,,,"Fines, < 1mm"
15432,,Apollo 15,7,SPUR CRATER,SCB 5 170,39.7,Soil,1-2 mm,100,2007-08-01 0:00:00,FALSE,,,"Fines, 1-2mm"
15433,,Apollo 15,7,SPUR CRATER,SCB 5 170,31.2,Soil,2-4 mm,78.526,2014-09-01 0:00:00,TRUE,,,"Fines, 2-4mm"
15469,,Apollo 15,,,,0,Unclassified,,0,2007-08-01 0:00:00,FALSE,,,
15470,,Apollo 15,4,DUNE CRATER,SCB 5 203,82.2,Soil,Unsieved,97.819,2013-01-01 0:00:00,FALSE,,,"Fines, Unsieved"
15471,,Apollo 15,4,DUNE CRATER,SCB 5 203,153,Soil,<1 mm,68.839,2014-12-01 0:00:00,TRUE,,,"Fines, < 1mm"
15472,,Apollo 15,4,DUNE CRATER,SCB 5 203,6.1,Soil,1-2 mm,72.82,2013-12-01 0:00:00,TRUE,,,"Fines, 1-2mm"
15473,,Apollo 15,4,DUNE CRATER,SCB 5 203,4.5,Soil,2-4 mm,70,2013-12-01 0:00:00,TRUE,,,"Fines, 2-4mm"
15478,,Apollo 15,,,,0,Unclassified,,0,2007-08-01 0:00:00,FALSE,,,
15500,,Apollo 15,9,SCARP CRATER,SCB 7 255,24.8,Soil,Unsieved,100,2007-08-01 0:00:00,FALSE,,,"Fines, Unsieved"
15501,,Apollo 15,9,SCARP CRATER,SCB 7 255,103,Soil,<1 mm,74.019,2014-12-01 0:00:00,TRUE,,,"Fines, < 1mm"
15502,,Apollo 15,9,SCARP CRATER,SCB 7 255,4.4,Soil,1-2 mm,62.5,2012-03-01 0:00:00,TRUE,,,"Fines, 1-2mm"
15503,,Apollo 15,9,SCARP CRATER,SCB 7 255,3.8,Soil,2-4 mm,100,2007-08-01 0:00:00,FALSE,,,"Fines, 2-4mm"
15510,,Apollo 15,9,SCARP CRATER,SCB 7 273,72.3,Soil,Unsieved,100,2007-08-01 0:00:00,FALSE,,,"Fines, Unsieved"
15511,,Apollo 15,9,SCARP CRATER,SCB 7 273,193.1,Soil,<1 mm,96.7,2012-03-01 0:00:00,FALSE,,,"Fines, < 1mm"
15512,,Apollo 15,9,SCARP CRATER,SCB 7 273,4.9,Soil,1-2 mm,100,2007-08-01 0:00:00,FALSE,,,"Fines, 1-2mm"
15513,,Apollo 15,9,SCARP CRATER,SCB 7 273,4.4,Soil,2-4 mm,100,2007-08-01 0:00:00,FALSE,,,"Fines, 2-4mm"
15530,,Apollo 15,9A,HADLEY RILLE,SCB 7 275,138,Soil,Unsieved,100,2007-08-01 0:00:00,FALSE,,,"Fines, Unsieved"
15532,,Apollo 15,9A,HADLEY RILLE,SCB 7 275,6.3,Soil,1-2 mm,80.206,2012-03-01 0:00:00,TRUE,,,"Fines, 1-2mm"
15533,,Apollo 15,9A,HADLEY RILLE,SCB 7 275,5.4,Soil,2-4 mm,90.926,2012-03-01 0:00:00,FALSE,,,"Fines, 2-4mm"
15561,,Apollo 15,9A,HADLEY RILLE,SCB 2,112.5,Residue,,100,2007-08-01 0:00:00,FALSE,,,
15562,,Apollo 15,9A,HADLEY RILLE,SCB 2,20.6,Residue,,100,2007-08-01 0:00:00,FALSE,,,
15563,,Apollo 15,9A,HADLEY RILLE,SCB 2,30.4,Residue,,100,2007-08-01 0:00:00,FALSE,,,
15566,,Apollo 15,,,,0,Unclassified,,0,2007-08-01 0:00:00,FALSE,,,
15567,,Apollo 15,,,,0,Unclassified,,0,2007-08-01 0:00:00,FALSE,,,
15587,,Apollo 15,,,,0,Unclassified,,0,2007-08-01 0:00:00,FALSE,,,
15602,,Apollo 15,9A,HADLEY RILLE,SCB 7 283,32.9,Soil,1-2 mm,84.726,2013-12-01 0:00:00,TRUE,,,"Fines, 1-2mm"
15603,,Apollo 15,9A,HADLEY RILLE,SCB 7 283,25.5,Soil,2-4 mm,95.682,2013-12-01 0:00:00,TRUE,,,"Fines, 2-4mm"
15901,,Apollo 15,1,ELBOW CRATER,SCB 1 156,13.6,Residue,,100,2007-08-01 0:00:00,FALSE,,,
15902,,Apollo 15,1,ELBOW CRATER,SCB 1 157,4.5,Residue,,98.38,2007-08-01 0:00:00,FALSE,,,
15903,,Apollo 15,1,ELBOW CRATER,SCB 1 158,2.7,Residue,,100,2007-08-01 0:00:00,FALSE,,,
15904,,Apollo 15,2,ST. GEORGE CRATER,SCB 1 159,1.2,Residue,,100,2007-08-01 0:00:00,FALSE,,,
15906,,Apollo 15,2,ST. GEORGE CRATER,SCB 1 160,2.8,Residue,,100,2007-08-01 0:00:00,FALSE,,,
15907,,Apollo 15,2,ST. GEORGE CRATER,SCB 1 181,5.3,Residue,,100,2007-08-01 0:00:00,FALSE,,,
15908,,Apollo 15,2,ST. GEORGE CRATER,SCB 1 161,1.2,Residue,,100,2007-08-01 0:00:00,FALSE,,,
15909,,Apollo 15,2,ST. GEORGE CRATER,SCB 1 182,1.7,Residue,,100,2007-08-01 0:00:00,FALSE,,,
15910,,Apollo 15,2,ST. GEORGE CRATER,SCB 1 186,4.9,Residue,,100,2007-08-01 0:00:00,FALSE,,,
15911,,Apollo 15,2,ST. GEORGE CRATER,SCB 1 187,4.8,Residue,,100,2007-08-01 0:00:00,FALSE,,,
15912,,Apollo 15,LM,,SCB 5 162,8.1,Residue,,100,2007-08-01 0:00:00,FALSE,,,
15916,,Apollo 15,6,APENNINE FRONT,SCB 5 190,3.2,Residue,,100,2007-08-01 0:00:00,FALSE,,,
15917,,Apollo 15,6,APENNINE FRONT,SCB 5 192,26.6,Residue,,100,2007-08-01 0:00:00,FALSE,,,
15918,,Apollo 15,6,APENNINE FRONT,SCB 5 193,14.5,Residue,,100,2007-08-01 0:00:00,FALSE,,,
15923,,Apollo 15,,,,0,Unclassified,,0,2007-08-01 0:00:00,FALSE,,,
15924,,Apollo 15,7,SPUR CRATER,SCB 3 196,2.7,Residue,,96.48,2007-08-01 0:00:00,FALSE,,,
15925,,Apollo 15,7,SPUR CRATER,SCB 5 170,0.8,Residue,,100,2007-08-01 0:00:00,FALSE,,,
15926,,Apollo 15,7,SPUR CRATER,SCB 5 198,12.4,Residue,,100,2007-08-01 0:00:00,FALSE,,,
15927,,Apollo 15,7,SPUR CRATER,SCB 5 199,20.1,Residue,,84.662,2012-03-01 0:00:00,FALSE,,,
15931,,Apollo 15,4,DUNE CRATER,SCB 5 203,1.7,Residue,,100,2007-08-01 0:00:00,FALSE,,,
15932,,Apollo 15,4,DUNE CRATER,SCB 5 174,20.5,Residue,,100,2007-08-01 0:00:00,FALSE,,,
15936,,Apollo 15,9,SCARP CRATER,SCB 7 273,6.7,Residue,,100,2007-08-01 0:00:00,FALSE,,,
15937,,Apollo 15,9,SCARP CRATER,SCB 7 255,1.7,Residue,,100,2007-08-01 0:00:00,FALSE,,,
15938,,Apollo 15,9A,HADLEY RILLE,SCB 2 274,16.6,Residue,,98.77,2007-08-01 0:00:00,FALSE,,,
15939,,Apollo 15,9A,HADLEY RILLE,SCB 7 275,4.2,Residue,,100,2007-08-01 0:00:00,FALSE,,,
15940,,Apollo 15,9A,HADLEY RILLE,SCB 7 278,3.5,Residue,,100,2007-08-01 0:00:00,FALSE,,,
15941,,Apollo 15,9A,HADLEY RILLE,SCB 7 281,10,Residue,,100,2007-08-01 0:00:00,FALSE,,,
15942,,Apollo 15,9A,HADLEY RILLE,SCB 7 282,58.8,Residue,,100,2007-08-01 0:00:00,FALSE,,,
15943,,Apollo 15,9A,HADLEY RILLE,SCB 7 283,1.7,Residue,,100,2007-08-01 0:00:00,FALSE,,,
15951,,Apollo 15,,EVA 1,SCB 1,30,Residue,,97.7,2007-08-01 0:00:00,FALSE,,,
15954,,Apollo 15,,EVA 1,SCB 4,89.3,Residue,,100,2007-08-01 0:00:00,FALSE,,,
15955,,Apollo 15,,EVA 2,SCB 5,8.6,Residue,,96.58,2007-08-01 0:00:00,FALSE,,,
15956,,Apollo 15,,EVA 2,SCB 6,98.5,Residue,,100,2007-08-01 0:00:00,FALSE,,,
15957,,Apollo 15,,EVA 3,SCB 7,75.5,Residue,,99.23,2007-08-01 0:00:00,FALSE,,,
15959,,Apollo 15,,,,5.8,Unclassified,,102.14,2007-08-01 0:00:00,FALSE,,,
15973,,Apollo 15,,,,0,Unclassified,,0,2007-08-01 0:00:00,FALSE,,,
15980,,Apollo 15,,,,0,Unclassified,,0,2007-08-01 0:00:00,FALSE,,,
15981,,Apollo 15,,,,0,Unclassified,,0,2007-08-01 0:00:00,FALSE,,,
15982,,Apollo 15,,,,0,Unclassified,,0,2007-08-01 0:00:00,FALSE,,,
15983,,Apollo 15,,,,0,Unclassified,,0,2007-08-01 0:00:00,FALSE,,,
15984,,Apollo 15,,,,0,Unclassified,,0,2007-08-01 0:00:00,FALSE,,,
15985,,Apollo 15,,,,0,Unclassified,,0,2007-08-01 0:00:00,FALSE,,,
15990,,Apollo 15,,,,0,Unclassified,,0,2007-08-01 0:00:00,FALSE,,,
15991,,Apollo 15,,,,0,Unclassified,,0,2007-08-01 0:00:00,FALSE,,,
15992,,Apollo 15,,,,0,Unclassified,,0,2007-08-01 0:00:00,FALSE,,,
15993,,Apollo 15,,,,0,Unclassified,,0,2007-08-01 0:00:00,FALSE,,,
15994,,Apollo 15,,,,0,Unclassified,,0,2007-08-01 0:00:00,FALSE,,,
15995,,Apollo 15,,,,0,Unclassified,,0,2007-08-01 0:00:00,FALSE,,,
15996,,Apollo 15,,,,0,Unclassified,,0,2007-08-01 0:00:00,FALSE,,,
15997,,Apollo 15,,,,0,Unclassified,,0,2007-08-01 0:00:00,FALSE,,,
15998,,Apollo 15,,,,0,Unclassified,,0,2007-08-01 0:00:00,FALSE,,,
14001,,Apollo 14,LM,,Bag 1039,31.8,Soil,2-4 mm,49.192,2013-08-01 0:00:00,TRUE,,,"Fines, 2-4mm. Part of contingency sample."
14002,,Apollo 14,LM,,Bag 1039,42.1,Soil,1-2 mm,92.542,2013-05-01 0:00:00,TRUE,,,"Fines, 1-2mm. Part of contingency sample."
14003,,Apollo 14,LM,,Bag 1039,947.9,Soil,<1 mm,63.027,2013-08-01 0:00:00,TRUE,,,"Fines, < 1mm. Part of contingency sample."
14004,,Apollo 14,LM,,Bag 1039,33,Soil,4-10 mm,75.633,2013-01-01 0:00:00,TRUE,,,"Fines, 4-10mm. Part of contingency sample."
14006,,Apollo 14,LM,,Bag 1039,12.13,Soil,>10 mm,61.286,2014-09-01 0:00:00,TRUE,,,Crystalline Matrix Breccia. Part of contingency sample.
14007,,Apollo 14,LM,,Bag 1039,3.67,Breccia,Fragmental,100,2007-08-01 0:00:00,FALSE,,,"Chips, Unsorted. Part of contingency sample."
14008,,Apollo 14,LM,,Bag 1039,4.35,Breccia,Regolith,100,2007-08-01 0:00:00,FALSE,,,"Chips, Unsorted. Part of contingency sample."
14009,,Apollo 14,LM,,Bag 1039,1.09,Breccia,Regolith,100,2007-08-01 0:00:00,FALSE,,,"Chips, Unsorted. Part of contingency sample."
14010,,Apollo 14,LM,,Bag 1039,1,Breccia,Regolith,73.2,2007-08-01 0:00:00,TRUE,,,"Chips, Unsorted. Part of contingency sample."
14011,,Apollo 14,LM,,Bag 1039,0.68,Breccia,Regolith,100,2007-08-01 0:00:00,FALSE,,,"Chips, Unsorted. Part of contingency sample."
14012,,Apollo 14,LM,,Bag 1039,0.103,Residue,,100,2007-08-01 0:00:00,FALSE,,,Residue. Part of contingency sample.
14041,,Apollo 14,A,,3N,166.3,Breccia,Regolith,97.462,2013-06-01 0:00:00,TRUE,,,Vitric Matrix Breccia
14042,,Apollo 14,A,,3N,103.2,Breccia,Regolith,92.549,2013-06-01 0:00:00,TRUE,,,Vitric Matrix Breccia
14043,,Apollo 14,A,,3N,5.94,Breccia,Unclassified,0,2012-03-01 0:00:00,FALSE,,,
14044,,Apollo 14,A,,3N,4.68,Residue,,0,2012-03-01 0:00:00,FALSE,,,
14045,,Apollo 14,A,,3N,65.24,Breccia,Regolith,95.815,2013-06-01 0:00:00,TRUE,,,Vitric Matrix Breccia
14046,,Apollo 14,A,,3N,1.21,Residue,,0,2007-08-01 0:00:00,FALSE,,,
14047,,Apollo 14,B,WEIRD CRATER,5N,242,Breccia,Regolith,65.251,2014-09-01 0:00:00,TRUE,,,Vitric Matrix Breccia
14048,,Apollo 14,B,WEIRD CRATER,5N,10.17,Residue,,0,2012-03-01 0:00:00,FALSE,,,
14049,,Apollo 14,Bg,,6N,200.1,Breccia,Regolith,78.229,2013-06-01 0:00:00,TRUE,,,Vitric Matrix Breccia
14050,,Apollo 14,Bg,,6N,6.91,Residue,,0,2012-03-01 0:00:00,FALSE,,,
14051,,Apollo 14,C,CONE CRATER,7N,191.3,Breccia,Impact Melt,97.485,2013-06-01 0:00:00,TRUE,,,Crystalline Matrix Breccia
14052,,Apollo 14,C,CONE CRATER,7N,2.89,Residue,,30.173,2012-03-01 0:00:00,FALSE,,,
14053,,Apollo 14,C2,CONE CRATER,14N,251.3,Basalt,Feldspathic,59.181,2014-10-01 0:00:00,TRUE,,,
14054,,Apollo 14,C2,CONE CRATER,14N,0.52,Residue,,15.385,2012-03-01 0:00:00,FALSE,,,
14055,,Apollo 14,E,,15N,111,Breccia,Regolith,88.762,2013-06-01 0:00:00,TRUE,,,Vitric Matrix Breccia
14056,,Apollo 14,E,,15N,6.38,Breccia,Regolith,100,2007-08-01 0:00:00,FALSE,,,Soil Clod
14057,,Apollo 14,E,,15N,5.51,Breccia,Regolith,100,2007-08-01 0:00:00,FALSE,,,Soil Clod
14058,,Apollo 14,E,,15N,4.53,Breccia,Regolith,100,2007-08-01 0:00:00,FALSE,,,Soil Clod
14059,,Apollo 14,E,,15N,8.68,Breccia,Regolith,49.19,2007-08-01 0:00:00,FALSE,,,Soil Clod
14060,,Apollo 14,E,,15N,2.5,Breccia,Unclassified,100,2007-08-01 0:00:00,FALSE,,,
14061,,Apollo 14,E,,15N,3.11,Breccia,Regolith,100,2007-08-01 0:00:00,FALSE,,,
14062,,Apollo 14,E,,15N,27.5,Residue,,60.473,2012-03-01 0:00:00,FALSE,,,
14063,,Apollo 14,C1,WHITE ROCKS AREA,16N,135.5,Breccia,Fragmental,61.742,2014-08-01 0:00:00,TRUE,,,Light Matrix Breccia
14064,,Apollo 14,C1,WHITE ROCKS AREA,16N,107.5,Breccia,Fragmental,92.447,2014-09-01 0:00:00,TRUE,,,Light Matrix Breccia
14065,,Apollo 14,C1,WHITE ROCKS AREA,16N,7.72,Residue,,0,2012-03-01 0:00:00,TRUE,,,
14066,,Apollo 14,F,WEIRD CRATER,17N,509.8,Breccia,Fragmental,78.437,2013-08-01 0:00:00,TRUE,,,Crystalline Matrix Breccia
14067,,Apollo 14,F,WEIRD CRATER,17N,7.66,Residue,,21.057,2012-03-01 0:00:00,FALSE,,,
14068,,Apollo 14,C,CONE CRATER,10N,35.47,Breccia,Impact Melt,77.967,2014-09-01 0:00:00,TRUE,,,Melt Rock
14069,,Apollo 14,C,CONE CRATER,10N,24.87,Breccia,Fragmental,97.008,2013-10-01 0:00:00,TRUE,,,Crystalline Matrix Breccia
