GENERIC,SAMPLEID,MISSION,STATION,LANDMARK,BAGNUMBER,ORIGINALWEIGHT,SAMPLETYPE,SAMPLESUBTYPE,PRISTINITY,PRISTINITYDATE,HASTHINSECTION,HASDISPLAYSAMPLE,DISPLAYSAMPLENUMBER,GENERICDESCRIPTION
10002,3,Apollo 11,,,ALSRC 1003,5629,Soil,Unsieved,93.734,2015-03-01 0:00:00,TRUE,,,"Fines, Unsieved"
10003,4,Apollo 11,,,ALSRC 1004,213,Basalt,Ilmenite,65.562,2015-01-01 0:00:00,TRUE,,,"low K, medium-grained, ophitic, few vugs, cristobalite"
10004,5,Apollo 11,LM,,ALSRC 1004,44.8,Core,Unsieved,71.757,2014-12-01 0:00:00,TRUE,,,"Core, Unsieved"
10005,6,Apollo 11,LM,,ALSRC 1004,53.4,Core,Unsieved,40.305,2014-12-01 0:00:00,TRUE,,,"Core, Unsieved"
10009,7,Apollo 11,,,ALSRC 1004,112,Breccia,Regolith,97.274,2013-08-01 0:00:00,TRUE,,,"tough, few clasts, hackly surfaces"
10010,8,Apollo 11,,,Cont.  Bag,491,Soil,Unsieved,91.03,2014-01-01 0:00:00,TRUE,,,"Fines, Unsieved"
10015,9,Apollo 11,,,ALSRC 1004,0.395,Soil,Unsieved,35.44,2007-08-01 0:00:00,FALSE,,,"Fines, Unsieved"
10017,10,Apollo 11,,,ALSRC 1004,973,Basalt,Ilmenite,43.711,2015-03-01 0:00:00,TRUE,TRUE,1001737,"high K, fine-grained, olivine, few vesicles and vugs"
10018,11,Apollo 11,,,ALSRC 1004,213,Breccia,Regolith,97.714,2014-08-01 0:00:00,TRUE,,,"coherent, few clasts, highly variable"
10019,12,Apollo 11,,,ALSRC 1004,297,Breccia,Regolith,81.549,2015-03-01 0:00:00,TRUE,,,"high vesicular, fine-grained, few clasts, variable types"
10020,13,Apollo 11,,,ALSRC 1004,425,Basalt,Ilmenite,27.881,2015-02-01 0:00:00,TRUE,TRUE,1002057,"low K, fine-grained, subophitic to intergranular, moderate vesicles & vugs, cristobalite, large olivine"
10021,14,Apollo 11,,,Cont.  Bag,250,Breccia,Regolith,30.205,2014-04-01 0:00:00,TRUE,,,"glass matrix, friable, few large clasts, glass spheres"
10022,15,Apollo 11,,,Cont.  Bag,95.59,Basalt,Ilmenite,42.19,2014-12-01 0:00:00,TRUE,,,"high K, fine-grained, subophitic, many large vesicles"
10023,16,Apollo 11,,,Cont.  Bag,66,Breccia,Regolith,29.153,2014-09-01 0:00:00,TRUE,,,"random fractures, poorly indurated, few clasts"
10024,17,Apollo 11,,,Cont.  Bag,68.12,Basalt,Ilmenite,40.057,2014-12-01 0:00:00,TRUE,,,"high K, medium-grained, intergranular, few vugs"
10025,18,Apollo 11,,,Cont.  Bag,8.59,Breccia,Regolith,0,2012-03-01 0:00:00,TRUE,,,"friable, few large clasts some small ones, basalt clasts"
10026,19,Apollo 11,,,Cont.  Bag,9.247,Breccia,Regolith,0,2012-03-01 0:00:00,TRUE,,,few small to large clasts
10027,20,Apollo 11,,,Cont.  Bag,8.87,Breccia,Regolith,0,2012-03-01 0:00:00,TRUE,,,few small to large clasts
10028,21,Apollo 11,,,Cont.  Bag,3.53,Breccia,Regolith,85.89,2007-08-01 0:00:00,TRUE,,,few small to large clasts
10029,22,Apollo 11,,,Cont.  Bag,5.53,Basalt,Ilmenite,0,2014-12-01 0:00:00,TRUE,,,"low K, medium-grained, ophitic, olivine in pyroxene"
10030,23,Apollo 11,,,Cont.  Bag,1.81,Breccia,Regolith,96.69,2007-08-01 0:00:00,FALSE,,,"coherent, few clasts, 1.7 gram rock"
10031,24,Apollo 11,,,Cont.  Bag,2.7,Basalt,Ilmenite,90.741,2014-09-01 0:00:00,TRUE,,,"high K, vitrophyre, fine-grained to glassy groundmass, olivine & armalcolite w/ ilmenite phenocrysts"
10032,25,Apollo 11,,,Cont.  Bag,3.13,Basalt,Ilmenite,0,2014-12-01 0:00:00,TRUE,,,"high K, fine-grained, sl vesicles, olivine, pigeonite to augite, anorthositic"
10044,26,Apollo 11,,,ALSRC 1003,247.5,Basalt,Cristobalite,50.43,2014-12-01 0:00:00,TRUE,,,"low K, medium-grained, ophitic, vugs, cristobalite"
10045,27,Apollo 11,,,ALSRC 1003,185,Basalt,Olivine,12.126,2014-12-01 0:00:00,TRUE,TRUE,1004519,"low K, fine-grained, ophitic, few vugs, few vesicles, olivine, pyroxene, anorthite, ilmenite"
10046,28,Apollo 11,,,ALSRC 1003,663,Breccia,Regolith,65.601,2014-08-01 0:00:00,TRUE,,,"friable, lots of agglutinates"
10047,29,Apollo 11,,,ALSRC 1003,138,Basalt,Ilmenite,33.493,2014-12-01 0:00:00,TRUE,TRUE,,"low K, medium-grained, ophitic, few vugs, olivine in pyroxene"
10048,30,Apollo 11,,,ALSRC 1003,579,Breccia,Regolith,63.969,2015-03-01 0:00:00,TRUE,,,"coherent, vitric, glass matrix"
10049,31,Apollo 11,,,ALSRC 1003,193,Basalt,Ilmenite,70.134,2014-12-01 0:00:00,TRUE,,,"high K, very fine-grained, intergranular, vesicular to vuggy, pyroxene, anorthositic, ilmenite"
10050,32,Apollo 11,,,ALSRC 1003,114.5,Basalt,Ilmenite,49.052,2014-09-01 0:00:00,TRUE,,,"low K, medium-grained, subophitic to ophitic, vesicular to vuggy, microgabbro, olivine, pyroxene, anorthositic, ilmenite, cristobalite, xenoliths"
10056,33,Apollo 11,,,ALSRC 1003,185.04,Breccia,Regolith,95.849,2014-09-01 0:00:00,TRUE,,,"tough, large anorthosite clast"
10057,34,Apollo 11,,,ALSRC 1003,919,Basalt,Ilmenite,35.145,2015-03-01 0:00:00,TRUE,TRUE,,"high K, subophitic to intergranular, many vesicles, pyroxene, anorthositic, ilmenite, cristobalite"
10058,35,Apollo 11,,,ALSRC 1003,282,Basalt,Ilmenite,87.947,2014-11-01 0:00:00,TRUE,,,"low K, medium-grained, ophitic, few vugs, olivine in pyroxene, pyroxene, ilmenite, anorthite, cristobalite"
10059,36,Apollo 11,,,ALSRC 1003,188,Breccia,Regolith,36.942,2014-09-01 0:00:00,TRUE,,,"coherent, vitric, glass matrix"
10060,38,Apollo 11,,,ALSRC 1004,722,Breccia,Regolith,82.759,2015-01-01 0:00:00,TRUE,,,"friable, many agglutinates"
10061,39,Apollo 11,,,ALSRC 1004,346,Breccia,Regolith,68.67,2014-08-01 0:00:00,TRUE,,,"friable, few small clasts"
10062,40,Apollo 11,,,ALSRC 1004,78.5,Basalt,Ilmenite,35.073,2014-12-01 0:00:00,TRUE,,,"low K, medium-grained, ophitic, few vugs, olivine, pyroxene, anorthositic, cristobalite"
10063,41,Apollo 11,,,ALSRC 1004,148,Breccia,Regolith,92.596,2014-08-01 0:00:00,TRUE,,,large mare basalts clasts
10064,42,Apollo 11,,,ALSRC 1004,65,Breccia,Regolith,75.602,2014-03-01 0:00:00,TRUE,,,few large clasts
10065,43,Apollo 11,,,ALSRC 1004,347,Breccia,Regolith,66.47,2015-03-01 0:00:00,TRUE,,,"coherent, vitric, glass matrix, few clasts"
10066,44,Apollo 11,,,ALSRC 1004,40,Breccia,Regolith,93.05,2011-02-01 0:00:00,TRUE,,,"few clasts, many agglutinates"
10067,45,Apollo 11,,,ALSRC 1004,69.3,Breccia,Regolith,68.918,2013-07-01 0:00:00,TRUE,,,several clasts
10068,46,Apollo 11,,,ALSRC 1004,218,Breccia,Regolith,67.228,2013-08-01 0:00:00,TRUE,,,"few clasts, many agglutinates"
10069,47,Apollo 11,,,ALSRC 1004,119.5,Basalt,Ilmenite,61.09,2014-12-01 0:00:00,TRUE,,,"high K, very fine-grained, intergranular, vesicles, pyroxene, anorthositic, ilmenite"
10070,48,Apollo 11,,,ALSRC 1004,60.16,Breccia,Regolith,112.5,2014-09-01 0:00:00,TRUE,,,"few clasts, many agglutinates"
10071,49,Apollo 11,,,ALSRC 1004,189.5,Basalt,Ilmenite,68.016,2015-01-01 0:00:00,TRUE,,,"high K, fine-grained, intergranular, large vesicles, olivine in pyroxene, pyroxene, anorthositic, armalcolite"
10072,50,Apollo 11,,,ALSRC 1004,447,Basalt,Ilmenite,15.215,2014-11-01 0:00:00,TRUE,TRUE,1007280,"high K, fine-grained, subophitic, large vesicles, olivine, pyroxene, cristobalite, armalcolite, plagioclase, ilmenite"
10073,53,Apollo 11,,,ALSRC 1004,124.5,Breccia,Regolith,64.251,2014-09-01 0:00:00,TRUE,,,"few clasts, many agglutinates"
10074,54,Apollo 11,,,ALSRC 1004,55.5,Breccia,Regolith,99.117,2014-03-01 0:00:00,TRUE,,,several clasts
10075,55,Apollo 11,,,ALSRC 1004,53,Breccia,Regolith,67.66,2012-03-01 0:00:00,TRUE,,,"few clasts, many agglutinates, few large clasts"
10082,56,Apollo 11,,,ALSRC 1004,50.5,Breccia,Regolith,93.109,2014-03-01 0:00:00,TRUE,,,"few clasts, many agglutinates, few large clasts"
10084,57,Apollo 11,,,ALSRC 1003,3830,Soil,Unsieved,60.082,2015-03-01 0:00:00,TRUE,,,"Fines, Unsieved"
10085,58,Apollo 11,,,ALSRC 1003,569,Soil,Unsieved,52.973,2014-11-01 0:00:00,TRUE,,,"Fines, Unsieved"
10091,59,Apollo 11,,,ALSRC 1003,0,Breccia,Regolith,0,2012-03-01 0:00:00,FALSE,,,"coherent, vitric, glass matrix, few clasts"
10092,60,Apollo 11,,,ALSRC 1003,46,Basalt,Ilmenite,83.92,2014-12-01 0:00:00,TRUE,,,"low K, intergranular, large vesicles to vuggy, olivine, pyroxene, anorthite, ilmenite, cristobalite"
10093,61,Apollo 11,,,ALSRC 1003,25.85,Breccia,Regolith,93.114,2014-03-01 0:00:00,TRUE,,,"many agglutinates, few large clasts"
10094,62,Apollo 11,,,ALSRC 1003,30.25,Breccia,Regolith,92.641,2014-08-01 0:00:00,TRUE,,,"few large clasts, many basaltic clasts, agglutinates, mineral clasts"
15001,67,Apollo 15,8,ALSEP,,232.8,Core,Unsieved,54.578,2014-09-01 0:00:00,TRUE,,,
15002,68,Apollo 15,8,ALSEP,,210.1,Core,Unsieved,64.125,2014-09-01 0:00:00,TRUE,,,
15003,69,Apollo 15,8,ALSEP,,223,Core,Unsieved,68.377,2014-09-01 0:00:00,TRUE,,,
15004,70,Apollo 15,8,ALSEP,SCB 2,227.9,Core,Unsieved,62.846,2014-09-01 0:00:00,TRUE,,,
15005,71,Apollo 15,8,ALSEP,,239.1,Core,Unsieved,60.919,2014-09-01 0:00:00,FALSE,,,
15006,72,Apollo 15,8,ALSEP,,210.6,Core,Unsieved,67.042,2014-09-01 0:00:00,TRUE,,,
15007,73,Apollo 15,2,ST. GEORGE CRATER,SCB 1,768.2,Core,Unsieved,76.878,2013-08-01 0:00:00,TRUE,,,
15008,74,Apollo 15,2,ST. GEORGE CRATER,SCB 1,510.2,Core,Unsieved,76.632,2014-02-01 0:00:00,TRUE,,,
15009,75,Apollo 15,6,APPENINE FRONT,SCB 5,622,Core,Unsieved,75.779,2013-01-01 0:00:00,TRUE,,,
15010,76,Apollo 15,9A,HADLEY RILLE,SCB 7,740.4,Core,Unsieved,78.932,2013-08-01 0:00:00,TRUE,,,
15011,77,Apollo 15,9A,HADLEY RILLE,SCB 7,660.7,Core,Unsieved,77.303,2014-12-01 0:00:00,TRUE,,,
15012,78,Apollo 15,6,APPENINE FRONT,SCB 5,312.2,Soil,Unsieved,5.766,2014-12-01 0:00:00,TRUE,,,
15013,79,Apollo 15,LM,,SCB 7,296.2,Soil,Unsieved,8.799,2014-12-01 0:00:00,TRUE,,,
15016,81,Apollo 15,3,RHYSLING,SCB4,923.7,Basalt,Olivine,75.489,2014-11-01 0:00:00,TRUE,TRUE,"15016,20","M.G. ol-norm.ol & px phenos, highly vesicular"
15017,82,Apollo 15,LM,,SCB 5 162,9.8,Breccia,Glass,69.02,2012-03-01 0:00:00,TRUE,,,Glass shell
15019,83,Apollo 15,8,,SCB 5 162,1.2,Breccia,Agglomerate,55.833,2012-04-01 0:00:00,TRUE,,,Agglutinitic breccia
15021,84,Apollo 15,LM,,CSB,503,Soil,<1 mm,78.662,2014-12-01 0:00:00,TRUE,,,
15024,85,Apollo 15,LM,,CSB,3.6,Soil,4-10 mm,106.111,2013-01-01 0:00:00,FALSE,,,
15025,86,Apollo 15,LM,,CSB,77.3,Breccia,Regolith,91.226,2013-11-01 0:00:00,TRUE,,,
15026,87,Apollo 15,LM,,CSB,1.1,Breccia,Regolith,81.364,2013-11-01 0:00:00,TRUE,,,Glass-coated
15027,88,Apollo 15,LM,,SCB 5 162,51,Breccia,Regolith,97.294,2010-05-01 0:00:00,TRUE,,,Vesicular glass
15028,89,Apollo 15,LM,,SCB 5 162,59.4,Breccia,Regolith,95.286,2013-11-01 0:00:00,TRUE,,,Vesicular glass
15031,90,Apollo 15,8,ALSEP,SCB 6 252,207.8,Soil,<1 mm,73.947,2014-12-01 0:00:00,TRUE,,,
15034,91,Apollo 15,8,ALSEP,SCB 6 252,7,Soil,4-10 mm,96,2012-03-01 0:00:00,FALSE,,,
15041,92,Apollo 15,8,ALSEP,SCB 6 253,269.6,Soil,<1 mm,78.155,2015-03-01 0:00:00,TRUE,,,
15044,93,Apollo 15,8,ALSEP,SCB 6 253,1.5,Soil,4-10 mm,90,2007-08-01 0:00:00,FALSE,,,
15058,94,Apollo 15,8,ALSEP,SCB 6,2672,Basalt,Pigeonite,65.729,2015-03-01 0:00:00,TRUE,TRUE,"15,058,187","Porphyritic  pigeonite, subophitic, QNB, radiate plag"
15059,95,Apollo 15,LM,,SCB 6,1149,Breccia,Regolith,82.921,2015-02-01 0:00:00,TRUE,,,Vesicular glass
15065,96,Apollo 15,1,ELBOW CRATER,SCB 1 156,1475,Basalt,Pigeonite,88.679,2015-01-01 0:00:00,TRUE,,,"Porphyritic pigeonite, subophitic QNB"
15071,97,Apollo 15,1,ELBOW CRATER,SCB 1 157,100.7,Soil,<1 mm,48.018,2014-12-01 0:00:00,TRUE,,,
15074,98,Apollo 15,1,ELBOW CRATER,SCB 1 157,1.3,Soil,4-10 mm,85.615,2012-03-01 0:00:00,FALSE,,,
15075,99,Apollo 15,1,ELBOW CRATER,SCB 1 157,809.3,Basalt,Pigeonite,55.95,2014-11-01 0:00:00,TRUE,TRUE,"15075,68; 15075,25",Porphyritic pigeonite QNB
15076,100,Apollo 15,1,ELBOW CRATER,SCB 1 157,400.5,Basalt,Pigeonite,85.6,2014-09-01 0:00:00,TRUE,,,Porphyritic pigeonite QNB
15081,101,Apollo 15,1,ELBOW CRATER,SCB 1 158,106.9,Soil,<1 mm,77.934,2015-01-01 0:00:00,TRUE,,,
15084,102,Apollo 15,1,ELBOW CRATER,SCB 1 158,1.1,Soil,4-10 mm,57.27,2007-08-01 0:00:00,FALSE,,,
15085,103,Apollo 15,1,ELBOW CRATER,SCB 1 158,471.3,Basalt,Pigeonite,85.182,2014-09-01 0:00:00,TRUE,,,Porphyritic pigeonite QNB
15086,104,Apollo 15,1,ELBOW CRATER,SCB 1 158,216.5,Breccia,Regolith,51.055,2014-12-01 0:00:00,TRUE,,,
15087,105,Apollo 15,1,ELBOW CRATER,SCB 1 158,5.7,Basalt,Pigeonite,100,2007-08-01 0:00:00,FALSE,,,Porphyritic pigeonite QNB
15088,106,Apollo 15,1,ELBOW CRATER,SCB 1 158,1.8,Breccia,Regolith,100,2007-08-01 0:00:00,FALSE,,,
15091,107,Apollo 15,2,ST. GEORGE CRATER,SCB 1 159,162.9,Soil,<1 mm,88.06,2014-12-01 0:00:00,TRUE,,,
15095,108,Apollo 15,2,ST. GEORGE CRATER,SCB 1 159,25.5,Breccia,Unstudied,93.37,2007-08-01 0:00:00,TRUE,,,"Polymict, glass-coated"
15101,109,Apollo 15,2,ST. GEORGE CRATER,SCB 1 187,637.6,Soil,<1 mm,88.32,2015-02-01 0:00:00,TRUE,,,
15104,110,Apollo 15,2,ST. GEORGE CRATER,SCB 1 187,1.5,Soil,4-10 mm,86.2,2007-08-01 0:00:00,TRUE,,,
15105,111,Apollo 15,2,ST. GEORGE CRATER,SCB 1 187,5.6,Basalt,Olivine,86.07,2007-08-01 0:00:00,TRUE,,,F.G. ol-norm
15115,112,Apollo 15,2,ST. GEORGE CRATER,SCB 1 186,4,Basalt,Pigeonite,85.5,2012-03-01 0:00:00,TRUE,,,Porphyritic pigeonite QNB
15116,113,Apollo 15,2,ST. GEORGE CRATER,SCB 1 186,7.2,Basalt,Pigeonite,89.653,2012-03-01 0:00:00,TRUE,,,Porphyritic pigeonite QNB
15117,114,Apollo 15,2,ST. GEORGE CRATER,SCB 1 186,23.3,Basalt,Pigeonite,78.67,2012-04-01 0:00:00,TRUE,,,Porphyritic pigeonite QNB
15118,115,Apollo 15,2,ST. GEORGE CRATER,SCB 1 186,27.6,Basalt,Pigeonite,91.402,2012-03-01 0:00:00,TRUE,,,Porphyritic pigeonite QNB
15119,116,Apollo 15,2,ST. GEORGE CRATER,SCB 1 186,14.1,Basalt,Olivine,74.071,2012-03-01 0:00:00,TRUE,,,F.G. ol-norm mare basalt and regolith breccia
15125,119,Apollo 15,2,ST. GEORGE CRATER,SCB 1 186,6.5,Basalt,Pigeonite,86.123,2012-03-01 0:00:00,TRUE,,,"Porphyritic pigeonite QNB, vitrophyre"
15135,120,Apollo 15,2,ST. GEORGE CRATER,SCB 1 186,1.6,Breccia,Regolith,0,2007-08-01 0:00:00,TRUE,,,Agglutinate
15145,121,Apollo 15,2,ST. GEORGE CRATER,SCB 1 186,15.1,Breccia,Regolith,87.748,2012-03-01 0:00:00,TRUE,,,Monomict ol-norm (?) mare basalt breccia
15146,122,Apollo 15,2,ST. GEORGE CRATER,SCB 1 186,1,Breccia,Regolith,80,2012-03-01 0:00:00,TRUE,,,Mare basalt (monomict?) breccia
15147,123,Apollo 15,2,ST. GEORGE CRATER,SCB 1 186,3.7,Breccia,Regolith,100,2007-08-01 0:00:00,FALSE,,,
15148,124,Apollo 15,2,ST. GEORGE CRATER,SCB 1 186,3,Breccia,Regolith,100,2007-08-01 0:00:00,FALSE,,,
15204,125,Apollo 15,2,ST. GEORGE CRATER,SCB 1 160,0.1,Soil,4-10 mm,80,2007-08-01 0:00:00,FALSE,,,
15205,126,Apollo 15,2,ST. GEORGE CRATER,SCB 1 161,337.3,Breccia,Regolith,24.697,2014-06-01 0:00:00,TRUE,,,Glass-coated
15206,127,Apollo 15,2,ST. GEORGE CRATER,SCB 1 160,92,Breccia,Impact Melt,62.239,2013-06-01 0:00:00,TRUE,,,Melted regolith breccia
15211,129,Apollo 15,2,ST. GEORGE CRATER,SCB 1 180,163.5,Soil,<1 mm,88.278,2014-12-01 0:00:00,TRUE,,,
15213,130,Apollo 15,2,ST. GEORGE CRATER,SCB 1 180,2.4,Soil,2-4 mm,100,2007-08-01 0:00:00,FALSE,,,
15214,131,Apollo 15,2,ST. GEORGE CRATER,SCB 1 180,0.2,Soil,4-10 mm,70,2007-08-01 0:00:00,FALSE,,,
15221,132,Apollo 15,2,ST. GEORGE CRATER,SCB 1 181,290,Soil,<1 mm,87.993,2014-12-01 0:00:00,TRUE,,,
15224,133,Apollo 15,2,ST. GEORGE CRATER,SCB 1 181,7,Soil,4-10 mm,68.971,2012-03-01 0:00:00,TRUE,,,
15231,134,Apollo 15,2,ST. GEORGE CRATER,SCB 1 182,233.9,Soil,<1 mm,88.503,2014-12-01 0:00:00,TRUE,,,
15234,135,Apollo 15,2,ST. GEORGE CRATER,SCB 1 182,1.8,Soil,4-10 mm,88.39,2007-08-01 0:00:00,TRUE,,,
15241,136,Apollo 15,6,APENNINE FRONT,SCB 3 163,197.4,Soil,<1 mm,97.067,2013-11-01 0:00:00,TRUE,,,
15244,137,Apollo 15,6,APENNINE FRONT,SCB 3 163,32.6,Soil,4-10 mm,94.33,2007-08-01 0:00:00,FALSE,,,
15245,138,Apollo 15,6,APENNINE FRONT,SCB 3 163,115.5,Breccia,Regolith,91.755,2013-11-01 0:00:00,TRUE,,,Fragments of regolith breccia & glass
15251,139,Apollo 15,6,APENNINE FRONT,SCB 3 164,380.9,Soil,<1 mm,96.11,2014-12-01 0:00:00,TRUE,,,
15254,140,Apollo 15,6,APENNINE FRONT,SCB 3 164,1.2,Soil,4-10 mm,100,2007-08-01 0:00:00,FALSE,,,
15255,141,Apollo 15,6,APENNINE FRONT,SCB 5 190,240.4,Breccia,Regolith,88.378,2012-03-01 0:00:00,TRUE,,,Glass-coated
15256,142,Apollo 15,6,APENNINE FRONT,SCB 5 190,201,Basalt,Olivine,85.931,2014-04-01 0:00:00,TRUE,,,"Shock-melted ol-norm mare basalt (breccia?), one of a kind"
15257,143,Apollo 15,6,APENNINE FRONT,SCB 5 190,22.5,Breccia,Regolith,97.796,2013-11-01 0:00:00,TRUE,,,Glass-coated
15259,145,Apollo 15,6,APENNINE FRONT,SCB 5 190,0.7,Breccia,Regolith,100,2007-08-01 0:00:00,FALSE,,,
15261,146,Apollo 15,6,APENNINE FRONT,SCB 3 166,416.6,Soil,<1 mm,89.671,2014-04-01 0:00:00,TRUE,,,
15264,147,Apollo 15,6,APENNINE FRONT,SCB 3 166,4.5,Soil,4-10 mm,87.489,2012-03-01 0:00:00,FALSE,,,
15265,148,Apollo 15,6,APPENINE FRONT,SCB 5 193,314.1,Breccia,Regolith,79.579,2014-11-01 0:00:00,TRUE,,,
15266,149,Apollo 15,6,APPENINE FRONT,SCB 5 193,271.4,Breccia,Regolith,93.905,2014-04-01 0:00:00,TRUE,,,
15267,150,Apollo 15,6,APPENINE FRONT,SCB 5 193,1.8,Breccia,Regolith,106.5,2007-08-01 0:00:00,FALSE,,,
15268,151,Apollo 15,6,APPENINE FRONT,SCB 5 192,11,Breccia,Regolith,81.255,2013-11-01 0:00:00,TRUE,,,
15269,152,Apollo 15,6,APPENINE FRONT,SCB 5 192,6,Breccia,Regolith,0,2007-08-01 0:00:00,TRUE,,,Glass-coated
15271,153,Apollo 15,6,APENNINE FRONT,SCB 3 167,798.3,Soil,<1 mm,81.26,2015-03-01 0:00:00,TRUE,,,
15274,154,Apollo 15,6,APENNINE FRONT,SCB 3 167,4.4,Soil,4-10 mm,87.955,2014-09-01 0:00:00,TRUE,,,
15284,155,Apollo 15,6,APENNINE FRONT,SCB 3,38.2,Residue,,99.69,2007-08-01 0:00:00,FALSE,,,
15285,156,Apollo 15,6,APPENINE FRONT,SCB 5 192,264.2,Breccia,Regolith,90.866,2014-04-01 0:00:00,TRUE,,,Glass-coated
15286,157,Apollo 15,6,APPENINE FRONT,SCB 5 192,34.6,Breccia,Agglomerate,89.873,2013-11-01 0:00:00,TRUE,,,Glass and breccia fragments
15287,158,Apollo 15,6,APPENINE FRONT,SCB 5 192,44.9,Breccia,Regolith,84.773,2013-11-01 0:00:00,TRUE,,,
15288,159,Apollo 15,6,APPENINE FRONT,SCB 5 192,70.5,Breccia,Regolith,93.163,2010-05-01 0:00:00,TRUE,,,Glass-coated
15289,160,Apollo 15,6,APPENINE FRONT,SCB 5 192,24.1,Breccia,Regolith,87.63,2007-08-01 0:00:00,TRUE,,,
15291,161,Apollo 15,6,APENNINE FRONT,SCB 3 188,169,Soil,<1 mm,94.022,2012-07-01 0:00:00,TRUE,,,
15294,162,Apollo 15,6,APENNINE FRONT,SCB 3 188,10.2,Soil,4-10 mm,99.902,2012-03-01 0:00:00,TRUE,,,
15295,163,Apollo 15,6,APENNINE FRONT,SCB 3 188,947.3,Breccia,Regolith,96.755,2015-03-01 0:00:00,TRUE,,,
15297,164,Apollo 15,6,APENNINE FRONT,SCB 3,34.9,Breccia,Regolith,90.69,2007-08-01 0:00:00,FALSE,,,
15298,165,Apollo 15,6,APENNINE FRONT,SCB 3,1731,Breccia,Regolith,97.766,2014-11-01 0:00:00,TRUE,,,Glass-coated
15299,166,Apollo 15,6,APENNINE FRONT,SCB 3,1692,Breccia,Regolith,94.794,2015-03-01 0:00:00,TRUE,,,
15301,167,Apollo 15,7,SPUR CRATER,SCB 3 173,810.2,Soil,<1 mm,75.925,2015-02-01 0:00:00,TRUE,,,
15303,168,Apollo 15,7,SPUR CRATER,SCB 3 173,12.7,Soil,2-4 mm,74.85,2012-07-01 0:00:00,TRUE,,,
15304,169,Apollo 15,7,SPUR CRATER,SCB 3 173,7.3,Soil,4-10 mm,28.671,2014-04-01 0:00:00,TRUE,,,
15305,170,Apollo 15,7,SPUR CRATER,SCB 3 173,0,Soil,Unsieved,100,2007-08-01 0:00:00,FALSE,,,
15306,171,Apollo 15,7,SPUR CRATER,SCB 3 173,134.2,Breccia,Regolith,91.918,2013-08-01 0:00:00,TRUE,,,
15307,172,Apollo 15,7,SPUR CRATER,SCB3 173,1.3,Breccia,Glass,100,2007-08-01 0:00:00,FALSE,,,Hollow glass sphere
15308,173,Apollo 15,7,SPUR CRATER,SCB 3 173,1.7,Breccia,Impact Melt,70.235,2012-03-01 0:00:00,TRUE,,,Glassy impact melt (?)
15311,174,Apollo 15,7,SPUR CRATER,SCB 3 172,295,Soil,<1 mm,95.203,2014-06-01 0:00:00,TRUE,,,
15314,175,Apollo 15,7,SPUR CRATER,SCB 3 172,8.4,Soil,4-10 mm,46.429,2014-09-01 0:00:00,TRUE,,,
15315,176,Apollo 15,7,SPUR CRATER,SCB 3 172,35.6,Breccia,Regolith,96.944,2014-09-01 0:00:00,TRUE,,,
15316,177,Apollo 15,7,SPUR CRATER,SCB 3 172,6.1,Breccia,Regolith,91.148,2012-03-01 0:00:00,TRUE,,,
15317,178,Apollo 15,7,SPUR CRATER,SCB 3 172,0.6,Breccia,Regolith,100,2007-08-01 0:00:00,FALSE,,,
15318,179,Apollo 15,7,SPUR CRATER,SCB 3 172,5.4,Breccia,Regolith,81.481,2013-06-01 0:00:00,TRUE,,,
15319,180,Apollo 15,7,SPUR CRATER,SCB 3 172,8,Breccia,Regolith,86.6,2012-03-01 0:00:00,FALSE,,,
15320,181,Apollo 15,7,SPUR CRATER,SCB 3 172,4.7,Breccia,Regolith,100,2007-08-01 0:00:00,FALSE,,,
15321,182,Apollo 15,7,SPUR CRATER,SCB 3 172,0.3,Breccia,Regolith,100,2007-08-01 0:00:00,FALSE,,,
15322,183,Apollo 15,7,SPUR CRATER,SCB 3 172,8.4,Breccia,Regolith,87.024,2012-03-01 0:00:00,TRUE,,,
15323,184,Apollo 15,7,SPUR CRATER,SCB 3 172,4.4,Breccia,Regolith,84.32,2007-08-01 0:00:00,TRUE,,,
15324,185,Apollo 15,7,SPUR CRATER,SCB 3 172,32.3,Breccia,Regolith,87.368,2013-06-01 0:00:00,TRUE,,,
15325,186,Apollo 15,7,SPUR CRATER,SCB 3 172,57.8,Breccia,Regolith,96.886,2010-05-01 0:00:00,TRUE,,,Glass-coated
15326,187,Apollo 15,7,SPUR CRATER,SCB 3 172,2.5,Breccia,Regolith,66,2012-03-01 0:00:00,TRUE,,,
15327,188,Apollo 15,7,SPUR CRATER,SCB 3 172,12.4,Breccia,Impact Melt,88.95,2007-08-01 0:00:00,TRUE,,,Clast-rich glassy melt breccia
15328,189,Apollo 15,7,SPUR CRATER,SCB 3 172,0.3,Breccia,Regolith,100,2007-08-01 0:00:00,FALSE,,,
15329,190,Apollo 15,7,SPUR CRATER,SCB 3 172,2.2,Breccia,Regolith,65.45,2007-08-01 0:00:00,TRUE,,,Glass-coated
15330,191,Apollo 15,7,SPUR CRATER,SCB 3 172,57.8,Breccia,Regolith,97.509,2010-05-01 0:00:00,TRUE,,,
15331,192,Apollo 15,7,SPUR CRATER,SCB 3 172,2.6,Breccia,Regolith,80.769,2012-03-01 0:00:00,TRUE,,,
15332,193,Apollo 15,7,SPUR CRATER,SCB 3 172,2.3,Breccia,Agglomerate,79.13,2012-03-01 0:00:00,TRUE,,,Agglutinate
